"key";"de";"en";"de_f";"it";"es"
"TFSS_0004_PROMPT";"Ich wusste, dass ich gut war.";"It was really clear to me that I was doing well.";"Ich wusste, dass ich gut war.";"It was really clear to me that I was doing well.";"It was really clear to me that I was doing well."
"TFSS_0005_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0005_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0005_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0005_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0005_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0005_PROMPT";"Meine Aufmerksamkeit war ganz auf das gerichtet, was ich tat.";"My attention was focused entirely on what I was doing.";"Meine Aufmerksamkeit war ganz auf das gerichtet, was ich tat.";"My attention was focused entirely on what I was doing.";"My attention was focused entirely on what I was doing."
"TFSS_0006_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0006_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0006_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0006_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0006_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0006_PROMPT";"Ich hatte das Gefühl, dass ich die totale Kontrolle über das hatte, was ich tat.";"I felt in total control of what I was doing.";"Ich hatte das Gefühl, dass ich die totale Kontrolle über das hatte, was ich tat.";"I felt in total control of what I was doing.";"I felt in total control of what I was doing."
"TFSS_0007_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0007_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0007_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0007_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0007_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0007_PROMPT";"Ich machte mir keine Gedanken darüber, was andere von mir denken könnten.";"I was not concerned with what others may have been thinking of me.";"Ich machte mir keine Gedanken darüber, was andere von mir denken könnten.";"I was not concerned with what others may have been thinking of me.";"I was not concerned with what others may have been thinking of me."
"TFSS_0008_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0008_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0008_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0008_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0008_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0008_PROMPT";"Die Zeit schien sich zu verändern (entweder zu verlangsamen oder zu beschleunigen).";"Time seemed to alter (either slowed down or speeded up).";"Die Zeit schien sich zu verändern (entweder zu verlangsamen oder zu beschleunigen).";"Time seemed to alter (either slowed down or speeded up).";"Time seemed to alter (either slowed down or speeded up)."
"TFSS_0009_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0009_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0009_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0009_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0009_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0009_PROMPT";"Ich habe diese Erfahrung wirklich genossen.";"I really enjoyed the experience.";"Ich habe diese Erfahrung wirklich genossen.";"I really enjoyed the experience.";"I really enjoyed the experience."
"TFSS_0010_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0010_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0010_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0010_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0010_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0010_PROMPT";"Meine Fähigkeiten passten zu der hohen Herausforderung der Situation.";"My abilities matched the high challenge of the situation.";"Meine Fähigkeiten passten zu der hohen Herausforderung der Situation.";"My abilities matched the high challenge of the situation.";"My abilities matched the high challenge of the situation."
"TFSS_0011_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0011_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0011_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0011_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0011_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0011_PROMPT";"Die Dinge schienen einfach automatisch zu geschehen.";"Things just seemed to be happening automatically.";"Die Dinge schienen einfach automatisch zu geschehen.";"Things just seemed to be happening automatically.";"Things just seemed to be happening automatically."
"TFSS_0012_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0012_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0012_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0012_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0012_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0012_PROMPT";"Ich hatte ein starkes Gefühl dafür, was ich tun wollte.";"I had a strong sense of what I wanted to do.";"Ich hatte ein starkes Gefühl dafür, was ich tun wollte.";"I had a strong sense of what I wanted to do.";"I had a strong sense of what I wanted to do."
"TFSS_0013_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0013_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0013_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0013_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0013_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0013_PROMPT";"Ich war mir bewusst, wie gut ich meine Leistung erbrachte.";"I was aware of how well I was performing.";"Ich war mir bewusst, wie gut ich meine Leistung erbrachte.";"I was aware of how well I was performing.";"I was aware of how well I was performing."
"TFSS_0014_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0014_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0014_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0014_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0014_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0014_PROMPT";"Es war keine Anstrengung, mich auf das Geschehen zu konzentrieren.";"It was no effort to keep my mind on what was happening.";"Es war keine Anstrengung, mich auf das Geschehen zu konzentrieren.";"It was no effort to keep my mind on what was happening.";"It was no effort to keep my mind on what was happening."
"TFSS_0015_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0015_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0015_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0015_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0015_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0015_PROMPT";"Ich hatte das Gefühl, dass ich das, was ich tat, kontrollieren konnte.";"I felt like I could control what I was doing.";"Ich hatte das Gefühl, dass ich das, was ich tat, kontrollieren konnte.";"I felt like I could control what I was doing.";"I felt like I could control what I was doing."
"TFSS_0016_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0016_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0016_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0016_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0016_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0016_PROMPT";"Ich war nicht besorgt über meine Leistung während des Events.";"I was not worried about my performance during the event.";"Ich war nicht besorgt über meine Leistung während des Events.";"I was not worried about my performance during the event.";"I was not worried about my performance during the event."
"TFSS_0017_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0017_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0017_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0017_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0017_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0017_PROMPT";"Die Zeit schien anders zu vergehen als sonst.";"The way time passed seemed to be different from normal.";"Die Zeit schien anders zu vergehen als sonst.";"The way time passed seemed to be different from normal.";"The way time passed seemed to be different from normal."
"TFSS_0018_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0018_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0018_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0018_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0018_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0018_PROMPT";"Ich liebte das Gefühl dieser Darbietung und wollte es wieder einfangen.";"I loved the feeling of that performance and want to capture it again.";"Ich liebte das Gefühl dieser Darbietung und wollte es wieder einfangen.";"I loved the feeling of that performance and want to capture it again.";"I loved the feeling of that performance and want to capture it again."
"TFSS_0019_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0019_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0019_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0019_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0019_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0019_PROMPT";"Ich fühlte mich kompetent genug, um den hohen Anforderungen der Situation gerecht zu werden.";"I felt I was competent enough to meet the high demands of the situation.";"Ich fühlte mich kompetent genug, um den hohen Anforderungen der Situation gerecht zu werden.";"I felt I was competent enough to meet the high demands of the situation.";"I felt I was competent enough to meet the high demands of the situation."
"TFSS_0020_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0020_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0020_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0020_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0020_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0020_PROMPT";"Ich spielte wie von alleine.";"I performed automatically.";"Ich spielte wie von alleine.";"I performed automatically.";"I performed automatically."
"TFSS_0021_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0021_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0021_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0021_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0021_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0021_PROMPT";"Ich wusste, was ich erreichen wollte.";"I knew what I wanted to achieve.";"Ich wusste, was ich erreichen wollte.";"I knew what I wanted to achieve.";"I knew what I wanted to achieve."
"TFSS_0022_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0022_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0022_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0022_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0022_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0022_PROMPT";"Ich hatte während des Auftritts eine gute Vorstellung davon, wie gut es mir ging.";"I had a good idea while I was performing about how well I was doing.";"Ich hatte während des Auftritts eine gute Vorstellung davon, wie gut es mir ging.";"I had a good idea while I was performing about how well I was doing.";"I had a good idea while I was performing about how well I was doing."
"TFSS_0023_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0023_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0023_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0023_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0023_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0023_PROMPT";"Ich war voll konzentriert.";"I had total concentration.";"Ich war voll konzentriert.";"I had total concentration.";"I had total concentration."
"TFSS_0024_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0024_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0024_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0024_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0024_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0024_PROMPT";"Ich hatte ein Gefühl der totalen Kontrolle.";"I had a feeling of total control.";"Ich hatte ein Gefühl der totalen Kontrolle.";"I had a feeling of total control.";"I had a feeling of total control."
"TFSS_0025_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0025_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0025_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0025_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0025_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0025_PROMPT";"Ich machte mir keine Gedanken darüber, wie ich mich präsentieren würde.";"I was not concerned with how I was presenting myself.";"Ich machte mir keine Gedanken darüber, wie ich mich präsentieren würde.";"I was not concerned with how I was presenting myself.";"I was not concerned with how I was presenting myself."
"TFSS_0026_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0026_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0026_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0026_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0026_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0026_PROMPT";"Es fühlte sich an, als wäre die Zeit stehen geblieben, während ich auftrat.";"It felt like time stopped while I was performing.";"Es fühlte sich an, als wäre die Zeit stehen geblieben, während ich auftrat.";"It felt like time stopped while I was performing.";"It felt like time stopped while I was performing."
"TFSS_0027_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0027_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0027_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0027_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0027_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0027_PROMPT";"Die Erfahrung hinterließ bei mir ein großartiges Gefühl.";"The experience left me feeling great.";"Die Erfahrung hinterließ bei mir ein großartiges Gefühl.";"The experience left me feeling great.";"The experience left me feeling great."
"TFSS_0028_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0028_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0028_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0028_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0028_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0028_PROMPT";"Die Herausforderung und meine Fähigkeiten waren auf einem gleichermaßen hohen Niveau.";"The challenge and my skills were at an equally high level.";"Die Herausforderung und meine Fähigkeiten waren auf einem gleichermaßen hohen Niveau.";"The challenge and my skills were at an equally high level.";"The challenge and my skills were at an equally high level."
"TFSS_0029_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0029_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0029_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0029_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0029_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0029_PROMPT";"Ich tat die Dinge spontan und automatisch, ohne nachdenken zu müssen.";"I did things spontaneously and automatically without having to think.";"Ich tat die Dinge spontan und automatisch, ohne nachdenken zu müssen.";"I did things spontaneously and automatically without having to think.";"I did things spontaneously and automatically without having to think."
"TFSS_0030_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0030_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0030_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0030_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0030_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0030_PROMPT";"Meine Ziele waren klar definiert. ";"My goals were clearly defined. ";"Meine Ziele waren klar definiert. ";"My goals were clearly defined. ";"My goals were clearly defined. "
"TFSS_0031_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0031_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0031_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0031_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0031_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0031_PROMPT";"Ich konnte an meiner Leistung ablesen, wie gut es mir ging.";"I could tell by the way I was performing how well I was doing.";"Ich konnte an meiner Leistung ablesen, wie gut es mir ging.";"I could tell by the way I was performing how well I was doing.";"I could tell by the way I was performing how well I was doing."
"TFSS_0032_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0032_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0032_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0032_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0032_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0032_PROMPT";"Ich konzentrierte mich voll und ganz auf die anstehende Aufgabe. ";"I was completely focused on the task at hand. ";"Ich konzentrierte mich voll und ganz auf die anstehende Aufgabe. ";"I was completely focused on the task at hand. ";"I was completely focused on the task at hand. "
"TFSS_0033_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
