"key";"de";"en";"de_f";"it";"es"
"TJIC_0005_CHOICE1";"stark ausgeprägten";"excellent";"stark ausgeprägten";"excellent";"excellent"
"TJIC_0005_CHOICE2";"ausgeprägten";"good";"ausgeprägten";"good";"good"
"TJIC_0005_CHOICE3";"durschnittlich ausgeprägten";"average";"durschnittlich ausgeprägten";"average";"average"
"TJIC_0005_CHOICE4";"weniger ausgeprägten";"below average";"weniger ausgeprägten";"below average";"below average"
"TJIC_0005_CHOICE5";"gering ausgeprägten";"poor";"gering ausgeprägten";"poor";"poor"
"TJIC_0005_PROMPT";"Meine Improvisationsfähigkeit zeigt einen ... Stil";"Overall, my improvisational ability reflects ...  style.";"Meine Improvisationsfähigkeit zeigt einen ... Stil";"Overall, my improvisational ability reflects ...  style.";"Overall, my improvisational ability reflects ...  style."
"TJIC_0006_CHOICE1";"ausgezeichneten";"excellent";"ausgezeichneten";"excellent";"excellent"
"TJIC_0006_CHOICE2";"guten";"good";"guten";"good";"good"
"TJIC_0006_CHOICE3";"durchschnittlichen";"average";"durchschnittlichen";"average";"average"
"TJIC_0006_CHOICE4";"weniger guten";"below average";"weniger guten";"below average";"below average"
"TJIC_0006_CHOICE5";"geringen";"poor";"geringen";"poor";"poor"
"TJIC_0006_PROMPT";"Meine Improvisationsfähigkeit zeigt einen ... Audruck.";"Overall, my improvisational ability reflects ...  expression.";"Meine Improvisationsfähigkeit zeigt einen ... Audruck.";"Overall, my improvisational ability reflects ...  expression.";"Overall, my improvisational ability reflects ...  expression."
"TJIC_0007_CHOICE1";"ausgezeichnete";"excellent";"ausgezeichnete";"excellent";"excellent"
"TJIC_0007_CHOICE2";"gute";"good";"gute";"good";"good"
"TJIC_0007_CHOICE3";"durchschnittliche";"average";"durchschnittliche";"average";"average"
"TJIC_0007_CHOICE4";"weniger gute";"below average";"weniger gute";"below average";"below average"
"TJIC_0007_CHOICE5";"geringe";"poor";"geringe";"poor";"poor"
"TJIC_0007_PROMPT";"Meine Improvisationsfähigkeit zeigt eine ... Harmonik.";"Overall, my improvisational ability reflects ...  harmony.";"Meine Improvisationsfähigkeit zeigt eine ... Harmonik.";"Overall, my improvisational ability reflects ...  harmony.";"Overall, my improvisational ability reflects ...  harmony."
"TJIC_0008_CHOICE1";"ausgezeichnete";"excellent";"ausgezeichnete";"excellent";"excellent"
"TJIC_0008_CHOICE2";"gute";"good";"gute";"good";"good"
"TJIC_0008_CHOICE3";"durchschnittliche";"average";"durchschnittliche";"average";"average"
"TJIC_0008_CHOICE4";"weniger gute";"below average";"weniger gute";"below average";"below average"
"TJIC_0008_CHOICE5";"geringe";"poor";"geringe";"poor";"poor"
"TJIC_0008_PROMPT";"Meine Improvisationsfähigkeit zeigt eine ... Kreativität.";"Overall, my improvisational ability reflects ...  creativity.";"Meine Improvisationsfähigkeit zeigt eine ... Kreativität.";"Overall, my improvisational ability reflects ...  creativity.";"Overall, my improvisational ability reflects ...  creativity."
