main_id;language;template;score_func;subscales;layout
TIBQ_0030;ar;8-option multiple choice;NA;Effortful Control;vertical
TIBQ_0031;de;8-option multiple choice;function(x) x+0;Effortful Control;vertical
TIBQ_0031;en;8-option multiple choice;function(x) x+0;Effortful Control;vertical
TIBQ_0031;ar;8-option multiple choice;NA;Effortful Control;vertical
TIBQ_0032;de;8-option multiple choice;function(x) x+0;Negative Affect;vertical
TIBQ_0032;en;8-option multiple choice;function(x) x+0;Negative Affect;vertical
TIBQ_0032;ar;8-option multiple choice;NA;Negative Affect;vertical
TIBQ_0033;de;8-option multiple choice;function(x) x+0;Negative Affect;vertical
TIBQ_0033;en;8-option multiple choice;function(x) x+0;Negative Affect;vertical
TIBQ_0033;ar;8-option multiple choice;NA;Negative Affect;vertical
TIBQ_0034;de;8-option multiple choice;function(x) x+0;Effortful Control;vertical
TIBQ_0034;en;8-option multiple choice;function(x) x+0;Effortful Control;vertical
TIBQ_0034;ar;8-option multiple choice;NA;Effortful Control;vertical
TIBQ_0035;de;8-option multiple choice;function(x) x+0;Effortful Control;vertical
TIBQ_0035;en;8-option multiple choice;function(x) x+0;Effortful Control;vertical
TIBQ_0035;ar;8-option multiple choice;NA;Effortful Control;vertical
TIBQ_0036;de;8-option multiple choice;function(x) x+0;Surgency;vertical
TIBQ_0036;en;8-option multiple choice;function(x) x+0;Surgency;vertical
TIBQ_0036;ar;8-option multiple choice;NA;Surgency;vertical
TIBQ_0037;de;8-option multiple choice;function(x) x+0;Surgency;vertical
TIBQ_0037;en;8-option multiple choice;function(x) x+0;Surgency;vertical
TIBQ_0037;ar;8-option multiple choice;NA;Surgency;vertical
